latitude,longitude,incident_type,district,state
28.485494,77.303544,digital_fraud,Delhi,Delhi
28.758952,77.189535,digital_fraud,Delhi,Delhi
12.967584,77.587437,counterfeit_currency,Bangalore,Bangalore
13.230595,80.13024,upi_scam,Chennai,Chennai
19.164817,72.741063,upi_scam,Mumbai,Mumbai
19.012703,72.964503,upi_scam,Mumbai,Mumbai
19.175009,72.731002,upi_scam,Mumbai,Mumbai
13.123854,80.177424,counterfeit_currency,Chennai,Chennai
13.212245,80.356148,upi_scam,Chennai,Chennai
13.005724,77.465534,upi_scam,Bangalore,Bangalore
12.939866,77.733443,upi_scam,Bangalore,Bangalore
12.982997,77.677297,upi_scam,Bangalore,Bangalore
13.148757,80.157363,counterfeit_currency,Chennai,Chennai
28.482197,77.070284,upi_scam,Delhi,Delhi
13.080032,80.367331,digital_fraud,Chennai,Chennai
13.213416,80.274587,upi_scam,Chennai,Chennai
18.964638,72.96611,digital_fraud,Mumbai,Mumbai
28.553914,77.150803,counterfeit_currency,Delhi,Delhi
12.959274,77.533784,digital_fraud,Bangalore,Bangalore
13.052686,77.520113,upi_scam,Bangalore,Bangalore
13.175549,80.411444,upi_scam,Chennai,Chennai
13.035878,77.535396,upi_scam,Bangalore,Bangalore
13.107202,77.451942,upi_scam,Bangalore,Bangalore
13.057269,77.667943,digital_fraud,Bangalore,Bangalore
12.867098,77.57886,digital_fraud,Bangalore,Bangalore
28.553852,77.128306,upi_scam,Delhi,Delhi
19.219423,72.744457,counterfeit_currency,Mumbai,Mumbai
12.85487,77.562516,counterfeit_currency,Bangalore,Bangalore
13.068555,77.595961,digital_fraud,Bangalore,Bangalore
13.042719,77.699555,counterfeit_currency,Bangalore,Bangalore
28.706306,77.104049,digital_fraud,Delhi,Delhi
12.92502,77.730001,upi_scam,Bangalore,Bangalore
13.127808,80.157679,digital_fraud,Chennai,Chennai
18.99339,72.867469,upi_scam,Mumbai,Mumbai
19.207953,72.846534,digital_fraud,Mumbai,Mumbai
19.09133,72.88879,counterfeit_currency,Mumbai,Mumbai
13.200212,80.181737,counterfeit_currency,Chennai,Chennai
18.93605,72.772895,counterfeit_currency,Mumbai,Mumbai
13.12892,80.163804,upi_scam,Chennai,Chennai
19.005876,72.939741,digital_fraud,Mumbai,Mumbai
13.000754,80.295439,upi_scam,Chennai,Chennai
13.046015,80.13956,counterfeit_currency,Chennai,Chennai
13.122562,80.150675,upi_scam,Chennai,Chennai
28.617896,77.345304,upi_scam,Delhi,Delhi
19.067068,72.94846,upi_scam,Mumbai,Mumbai
12.955032,77.676188,upi_scam,Bangalore,Bangalore
13.100073,77.723027,counterfeit_currency,Bangalore,Bangalore
12.832721,77.567646,counterfeit_currency,Bangalore,Bangalore
12.859941,77.711771,counterfeit_currency,Bangalore,Bangalore
13.221816,80.152712,upi_scam,Chennai,Chennai
19.089043,72.908848,digital_fraud,Mumbai,Mumbai
12.999159,80.203784,counterfeit_currency,Chennai,Chennai
13.069257,77.567204,digital_fraud,Bangalore,Bangalore
12.928445,77.645284,upi_scam,Bangalore,Bangalore
28.539813,77.114873,upi_scam,Delhi,Delhi
18.970833,73.00936,upi_scam,Mumbai,Mumbai
13.097981,77.622137,digital_fraud,Bangalore,Bangalore
19.084749,72.837693,digital_fraud,Mumbai,Mumbai
19.10756,72.795184,digital_fraud,Mumbai,Mumbai
12.830599,77.55665,digital_fraud,Bangalore,Bangalore
13.053824,80.162207,upi_scam,Chennai,Chennai
13.097465,77.713457,upi_scam,Bangalore,Bangalore
28.61437,77.133858,upi_scam,Delhi,Delhi
12.993733,80.229261,digital_fraud,Chennai,Chennai
18.985925,72.791578,counterfeit_currency,Mumbai,Mumbai
28.61619,77.061163,counterfeit_currency,Delhi,Delhi
19.06627,72.808673,counterfeit_currency,Mumbai,Mumbai
13.150427,80.24806,digital_fraud,Chennai,Chennai
28.639274,77.196187,upi_scam,Delhi,Delhi
28.469302,77.121318,counterfeit_currency,Delhi,Delhi
19.130692,72.817974,upi_scam,Mumbai,Mumbai
13.021618,80.173208,digital_fraud,Chennai,Chennai
13.006019,80.200871,upi_scam,Chennai,Chennai
28.470061,77.234368,digital_fraud,Delhi,Delhi
12.93742,77.650144,counterfeit_currency,Bangalore,Bangalore
12.876192,77.723738,digital_fraud,Bangalore,Bangalore
28.503965,77.109433,digital_fraud,Delhi,Delhi
12.825003,77.730853,counterfeit_currency,Bangalore,Bangalore
28.722521,77.182009,digital_fraud,Delhi,Delhi
13.210603,80.327942,upi_scam,Chennai,Chennai
28.623028,77.138078,counterfeit_currency,Delhi,Delhi
28.487291,77.099936,upi_scam,Delhi,Delhi
28.613661,77.127576,counterfeit_currency,Delhi,Delhi
12.923199,77.680813,digital_fraud,Bangalore,Bangalore
28.739054,77.29543,counterfeit_currency,Delhi,Delhi
28.722623,77.331867,digital_fraud,Delhi,Delhi
13.019831,77.549203,counterfeit_currency,Bangalore,Bangalore
28.559534,77.184734,digital_fraud,Delhi,Delhi
13.107176,80.261938,counterfeit_currency,Chennai,Chennai
13.000454,77.576225,counterfeit_currency,Bangalore,Bangalore
13.090207,77.48043,digital_fraud,Bangalore,Bangalore
13.050819,77.683285,upi_scam,Bangalore,Bangalore
13.066397,77.480152,counterfeit_currency,Bangalore,Bangalore
19.001933,72.806033,digital_fraud,Mumbai,Mumbai
28.559133,77.329109,counterfeit_currency,Delhi,Delhi
28.635006,77.22927,counterfeit_currency,Delhi,Delhi
12.843975,77.511041,digital_fraud,Bangalore,Bangalore
12.849131,77.46545,digital_fraud,Bangalore,Bangalore
12.88336,77.495023,upi_scam,Bangalore,Bangalore
13.10278,80.226329,counterfeit_currency,Chennai,Chennai
12.862003,77.66879,counterfeit_currency,Bangalore,Bangalore
28.470851,77.267949,upi_scam,Delhi,Delhi
28.467607,77.200107,counterfeit_currency,Delhi,Delhi
18.986639,72.730548,digital_fraud,Mumbai,Mumbai
13.140383,80.182881,counterfeit_currency,Chennai,Chennai
19.087875,72.792661,upi_scam,Mumbai,Mumbai
19.221284,72.810821,counterfeit_currency,Mumbai,Mumbai
28.658321,77.087773,digital_fraud,Delhi,Delhi
12.971547,77.573934,counterfeit_currency,Bangalore,Bangalore
13.131896,80.216935,digital_fraud,Chennai,Chennai
28.569947,77.093516,counterfeit_currency,Delhi,Delhi
28.623812,77.13935,upi_scam,Delhi,Delhi
19.08675,72.991099,counterfeit_currency,Mumbai,Mumbai
13.039686,80.223367,digital_fraud,Chennai,Chennai
19.21178,72.932743,upi_scam,Mumbai,Mumbai
28.650075,77.156422,digital_fraud,Delhi,Delhi
12.928181,77.5505,counterfeit_currency,Bangalore,Bangalore
12.840861,77.660983,digital_fraud,Bangalore,Bangalore
13.108966,77.705463,upi_scam,Bangalore,Bangalore
13.018396,80.41525,upi_scam,Chennai,Chennai
19.029926,72.741693,counterfeit_currency,Mumbai,Mumbai
28.67427,77.261971,digital_fraud,Delhi,Delhi
12.902904,77.529288,digital_fraud,Bangalore,Bangalore
18.929591,72.816412,digital_fraud,Mumbai,Mumbai
28.606572,77.103893,upi_scam,Delhi,Delhi
28.56976,77.326068,digital_fraud,Delhi,Delhi
13.133545,80.381333,upi_scam,Chennai,Chennai
19.16614,72.809599,upi_scam,Mumbai,Mumbai
13.186544,80.226138,counterfeit_currency,Chennai,Chennai
12.850871,77.477404,digital_fraud,Bangalore,Bangalore
19.203902,72.940362,digital_fraud,Mumbai,Mumbai
12.947475,80.182782,upi_scam,Chennai,Chennai
28.600443,77.19635,counterfeit_currency,Delhi,Delhi
28.750498,77.312579,digital_fraud,Delhi,Delhi
12.844254,77.489646,counterfeit_currency,Bangalore,Bangalore
19.008722,72.914401,counterfeit_currency,Mumbai,Mumbai
28.635259,77.08315,digital_fraud,Delhi,Delhi
19.141217,72.859647,digital_fraud,Mumbai,Mumbai
13.186769,80.192746,digital_fraud,Chennai,Chennai
12.866146,77.658476,upi_scam,Bangalore,Bangalore
12.928513,77.723769,digital_fraud,Bangalore,Bangalore
19.205545,72.840038,upi_scam,Mumbai,Mumbai
13.031988,77.445481,upi_scam,Bangalore,Bangalore
13.222782,80.317468,digital_fraud,Chennai,Chennai
13.018492,80.319821,counterfeit_currency,Chennai,Chennai
12.886324,77.687253,upi_scam,Bangalore,Bangalore
28.517751,77.195403,upi_scam,Delhi,Delhi
12.965475,77.489752,digital_fraud,Bangalore,Bangalore
12.902482,77.661664,digital_fraud,Bangalore,Bangalore
19.000464,72.92134,counterfeit_currency,Mumbai,Mumbai
13.187651,80.370704,digital_fraud,Chennai,Chennai
28.687416,77.143061,upi_scam,Delhi,Delhi
28.702767,77.333489,upi_scam,Delhi,Delhi
12.985684,77.719397,counterfeit_currency,Bangalore,Bangalore
13.030032,77.613071,digital_fraud,Bangalore,Bangalore
12.853381,77.63618,counterfeit_currency,Bangalore,Bangalore
13.015172,80.374196,counterfeit_currency,Chennai,Chennai
12.991729,77.585289,upi_scam,Bangalore,Bangalore
18.931423,72.810548,digital_fraud,Mumbai,Mumbai
19.000836,72.731833,upi_scam,Mumbai,Mumbai
28.700256,77.207009,upi_scam,Delhi,Delhi
18.956273,72.910949,counterfeit_currency,Mumbai,Mumbai
12.841017,77.615569,upi_scam,Bangalore,Bangalore
28.520687,77.22946,digital_fraud,Delhi,Delhi
13.209524,80.267219,digital_fraud,Chennai,Chennai
12.876644,77.707329,digital_fraud,Bangalore,Bangalore
13.058576,80.342934,digital_fraud,Chennai,Chennai
13.050543,77.664128,counterfeit_currency,Bangalore,Bangalore
28.587663,77.299267,counterfeit_currency,Delhi,Delhi
13.024121,80.374685,digital_fraud,Chennai,Chennai
28.715041,77.113364,counterfeit_currency,Delhi,Delhi
13.068527,80.136609,upi_scam,Chennai,Chennai
13.015873,80.288183,upi_scam,Chennai,Chennai
13.064845,80.179773,counterfeit_currency,Chennai,Chennai
28.573241,77.33715,digital_fraud,Delhi,Delhi
18.968977,72.795252,counterfeit_currency,Mumbai,Mumbai
18.965326,72.737076,upi_scam,Mumbai,Mumbai
13.055787,77.594902,digital_fraud,Bangalore,Bangalore
19.100456,72.901014,digital_fraud,Mumbai,Mumbai
13.12073,80.19027,digital_fraud,Chennai,Chennai
12.939532,80.35896,upi_scam,Chennai,Chennai
28.506607,77.298831,counterfeit_currency,Delhi,Delhi
13.022784,80.298607,upi_scam,Chennai,Chennai
13.062327,80.148789,digital_fraud,Chennai,Chennai
13.04029,80.189041,upi_scam,Chennai,Chennai
12.911371,77.686989,digital_fraud,Bangalore,Bangalore
18.950397,73.004308,counterfeit_currency,Mumbai,Mumbai
13.051996,77.535384,digital_fraud,Bangalore,Bangalore
12.859842,77.580316,counterfeit_currency,Bangalore,Bangalore
13.143499,80.181815,upi_scam,Chennai,Chennai
13.094739,80.357553,counterfeit_currency,Chennai,Chennai
28.519343,77.353578,counterfeit_currency,Delhi,Delhi
19.163809,72.893803,upi_scam,Mumbai,Mumbai
12.857304,77.554863,digital_fraud,Bangalore,Bangalore
12.968649,77.575396,counterfeit_currency,Bangalore,Bangalore
19.136042,72.852911,digital_fraud,Mumbai,Mumbai
13.044234,77.666137,digital_fraud,Bangalore,Bangalore
13.061208,80.241282,upi_scam,Chennai,Chennai
13.089789,80.357687,counterfeit_currency,Chennai,Chennai
28.690218,77.356899,counterfeit_currency,Delhi,Delhi
13.084595,80.306977,upi_scam,Chennai,Chennai
18.973218,72.743584,digital_fraud,Mumbai,Mumbai
13.111829,77.68477,upi_scam,Bangalore,Bangalore
19.006483,72.971882,counterfeit_currency,Mumbai,Mumbai
19.180377,73.015727,digital_fraud,Mumbai,Mumbai
19.012533,72.795802,upi_scam,Mumbai,Mumbai
28.643857,77.241284,upi_scam,Delhi,Delhi
28.539463,77.210893,counterfeit_currency,Delhi,Delhi
12.836441,77.670046,digital_fraud,Bangalore,Bangalore
13.139273,80.319201,upi_scam,Chennai,Chennai
28.620561,77.258935,digital_fraud,Delhi,Delhi
13.209201,80.224194,upi_scam,Chennai,Chennai
28.670076,77.137403,counterfeit_currency,Delhi,Delhi
13.130202,80.245181,counterfeit_currency,Chennai,Chennai
28.604498,77.175423,upi_scam,Delhi,Delhi
13.029008,77.687511,upi_scam,Bangalore,Bangalore
13.117511,77.663761,upi_scam,Bangalore,Bangalore
28.573841,77.177436,digital_fraud,Delhi,Delhi
19.16942,72.821034,upi_scam,Mumbai,Mumbai
13.100838,80.22655,digital_fraud,Chennai,Chennai
28.744585,77.343866,digital_fraud,Delhi,Delhi
12.989131,80.138853,counterfeit_currency,Chennai,Chennai
13.178946,80.228774,counterfeit_currency,Chennai,Chennai
13.118667,80.144124,digital_fraud,Chennai,Chennai
28.685219,77.155355,upi_scam,Delhi,Delhi
28.683251,77.173078,upi_scam,Delhi,Delhi
19.191492,72.989105,counterfeit_currency,Mumbai,Mumbai
13.223359,80.336816,upi_scam,Chennai,Chennai
12.855909,77.568793,digital_fraud,Bangalore,Bangalore
13.130046,80.209461,upi_scam,Chennai,Chennai
19.014283,72.731324,digital_fraud,Mumbai,Mumbai
13.003572,77.456192,counterfeit_currency,Bangalore,Bangalore
12.958969,77.539841,upi_scam,Bangalore,Bangalore
13.07152,80.340983,upi_scam,Chennai,Chennai
12.946967,77.584137,upi_scam,Bangalore,Bangalore
19.070121,72.867235,digital_fraud,Mumbai,Mumbai
13.068946,80.320826,upi_scam,Chennai,Chennai
28.638869,77.277133,upi_scam,Delhi,Delhi
12.889981,77.535208,upi_scam,Bangalore,Bangalore
12.998245,77.558759,upi_scam,Bangalore,Bangalore
12.877707,77.531681,counterfeit_currency,Bangalore,Bangalore
12.841693,77.645431,digital_fraud,Bangalore,Bangalore
12.97512,80.375144,digital_fraud,Chennai,Chennai
28.755312,77.288312,upi_scam,Delhi,Delhi
19.020259,72.872743,digital_fraud,Mumbai,Mumbai
12.951472,80.409354,digital_fraud,Chennai,Chennai
13.094956,80.359771,digital_fraud,Chennai,Chennai
12.954918,80.324197,counterfeit_currency,Chennai,Chennai
12.964655,77.741429,counterfeit_currency,Bangalore,Bangalore
18.975343,72.772639,digital_fraud,Mumbai,Mumbai
19.220256,72.728957,upi_scam,Mumbai,Mumbai
13.069156,77.585914,upi_scam,Bangalore,Bangalore
19.167198,72.909649,digital_fraud,Mumbai,Mumbai
28.68321,77.234384,digital_fraud,Delhi,Delhi
18.936837,72.988985,digital_fraud,Mumbai,Mumbai
12.967147,80.289139,upi_scam,Chennai,Chennai
12.869664,77.548369,counterfeit_currency,Bangalore,Bangalore
19.175496,73.02708,upi_scam,Mumbai,Mumbai
12.988238,77.682819,counterfeit_currency,Bangalore,Bangalore
13.078234,80.276732,upi_scam,Chennai,Chennai
18.931453,72.802117,digital_fraud,Mumbai,Mumbai
28.619846,77.131178,counterfeit_currency,Delhi,Delhi
12.978726,77.659809,upi_scam,Bangalore,Bangalore
19.068739,73.000062,upi_scam,Mumbai,Mumbai
12.915666,77.463883,upi_scam,Bangalore,Bangalore
19.110593,72.89664,counterfeit_currency,Mumbai,Mumbai
12.971577,80.372701,counterfeit_currency,Chennai,Chennai
28.605837,77.203721,upi_scam,Delhi,Delhi
28.715966,77.258329,counterfeit_currency,Delhi,Delhi
13.220027,80.413464,upi_scam,Chennai,Chennai
13.149107,80.318377,upi_scam,Chennai,Chennai
13.034185,77.464296,digital_fraud,Bangalore,Bangalore
13.176065,80.184172,counterfeit_currency,Chennai,Chennai
13.051022,80.387542,digital_fraud,Chennai,Chennai
12.961457,80.262912,upi_scam,Chennai,Chennai
13.04013,77.467295,upi_scam,Bangalore,Bangalore
13.136027,80.242388,counterfeit_currency,Chennai,Chennai
12.975774,77.476658,upi_scam,Bangalore,Bangalore
28.496476,77.245317,digital_fraud,Delhi,Delhi
12.899972,77.521233,digital_fraud,Bangalore,Bangalore
19.224387,72.730928,digital_fraud,Mumbai,Mumbai
13.162078,80.352075,upi_scam,Chennai,Chennai
19.102162,72.830507,upi_scam,Mumbai,Mumbai
13.079528,80.217561,digital_fraud,Chennai,Chennai
19.152279,72.806382,digital_fraud,Mumbai,Mumbai
13.028427,77.693453,digital_fraud,Bangalore,Bangalore
12.975849,77.531242,counterfeit_currency,Bangalore,Bangalore
28.63762,77.345266,counterfeit_currency,Delhi,Delhi
13.141726,80.166949,digital_fraud,Chennai,Chennai
19.144592,72.909915,upi_scam,Mumbai,Mumbai
28.723841,77.207116,upi_scam,Delhi,Delhi
12.915471,77.476056,counterfeit_currency,Bangalore,Bangalore
12.829123,77.527907,upi_scam,Bangalore,Bangalore
12.96127,77.578495,counterfeit_currency,Bangalore,Bangalore
13.18777,80.18708,counterfeit_currency,Chennai,Chennai
13.10291,77.584002,upi_scam,Bangalore,Bangalore
28.741451,77.248695,digital_fraud,Delhi,Delhi
13.06756,77.643007,counterfeit_currency,Bangalore,Bangalore
19.080656,72.812613,upi_scam,Mumbai,Mumbai
13.069106,80.183991,upi_scam,Chennai,Chennai
13.138127,80.149115,upi_scam,Chennai,Chennai
13.193608,80.395077,digital_fraud,Chennai,Chennai
13.187283,80.27652,counterfeit_currency,Chennai,Chennai
13.163971,80.240417,counterfeit_currency,Chennai,Chennai
28.511713,77.140187,counterfeit_currency,Delhi,Delhi
18.997023,73.023169,upi_scam,Mumbai,Mumbai
13.171339,80.172194,counterfeit_currency,Chennai,Chennai
28.574576,77.337451,digital_fraud,Delhi,Delhi
13.005837,77.680255,upi_scam,Bangalore,Bangalore
19.020182,72.993989,upi_scam,Mumbai,Mumbai
19.017151,72.962875,digital_fraud,Mumbai,Mumbai
13.035198,77.694356,counterfeit_currency,Bangalore,Bangalore
28.560844,77.145289,upi_scam,Delhi,Delhi
12.909331,77.660423,digital_fraud,Bangalore,Bangalore
13.020155,77.628248,counterfeit_currency,Bangalore,Bangalore
28.683328,77.358931,upi_scam,Delhi,Delhi
12.915042,77.462577,digital_fraud,Bangalore,Bangalore
19.100173,72.825299,digital_fraud,Mumbai,Mumbai
28.487194,77.09195,digital_fraud,Delhi,Delhi
28.686762,77.217929,upi_scam,Delhi,Delhi
28.691645,77.190687,upi_scam,Delhi,Delhi
28.691096,77.125998,digital_fraud,Delhi,Delhi
13.008906,80.142526,counterfeit_currency,Chennai,Chennai
13.097865,80.334969,counterfeit_currency,Chennai,Chennai
12.831949,77.691744,upi_scam,Bangalore,Bangalore
12.961352,77.596262,counterfeit_currency,Bangalore,Bangalore
13.064439,80.166659,upi_scam,Chennai,Chennai
28.635265,77.238132,digital_fraud,Delhi,Delhi
19.016314,72.842301,counterfeit_currency,Mumbai,Mumbai
12.978438,77.60142,digital_fraud,Bangalore,Bangalore
18.982391,73.00337,counterfeit_currency,Mumbai,Mumbai
12.842399,77.462397,upi_scam,Bangalore,Bangalore
19.099933,72.978174,upi_scam,Mumbai,Mumbai
13.150816,80.12477,upi_scam,Chennai,Chennai
19.16547,72.730705,digital_fraud,Mumbai,Mumbai
12.847799,77.553161,counterfeit_currency,Bangalore,Bangalore
28.642853,77.074855,upi_scam,Delhi,Delhi
12.920045,77.548814,counterfeit_currency,Bangalore,Bangalore
28.681104,77.157602,upi_scam,Delhi,Delhi
19.065993,72.750124,counterfeit_currency,Mumbai,Mumbai
18.93306,72.824748,counterfeit_currency,Mumbai,Mumbai
13.10265,80.250139,digital_fraud,Chennai,Chennai
12.841374,77.449269,upi_scam,Bangalore,Bangalore
28.710892,77.146139,counterfeit_currency,Delhi,Delhi
18.971424,72.797008,counterfeit_currency,Mumbai,Mumbai
12.90332,77.569145,digital_fraud,Bangalore,Bangalore
28.561023,77.253994,counterfeit_currency,Delhi,Delhi
12.985082,80.353221,counterfeit_currency,Chennai,Chennai
28.497119,77.197199,digital_fraud,Delhi,Delhi
19.111516,72.749076,digital_fraud,Mumbai,Mumbai
19.120458,72.973543,counterfeit_currency,Mumbai,Mumbai
19.025394,72.75183,digital_fraud,Mumbai,Mumbai
13.005653,77.651274,digital_fraud,Bangalore,Bangalore
19.056447,72.86594,counterfeit_currency,Mumbai,Mumbai
13.156996,80.326947,upi_scam,Chennai,Chennai
12.97656,80.260101,upi_scam,Chennai,Chennai
28.694336,77.139582,digital_fraud,Delhi,Delhi
12.856845,77.671451,upi_scam,Bangalore,Bangalore
13.164715,80.203615,digital_fraud,Chennai,Chennai
13.082139,80.211846,upi_scam,Chennai,Chennai
12.911911,77.659385,upi_scam,Bangalore,Bangalore
28.680153,77.224533,upi_scam,Delhi,Delhi
13.116682,80.352119,upi_scam,Chennai,Chennai
13.019176,80.291622,upi_scam,Chennai,Chennai
28.732751,77.286576,digital_fraud,Delhi,Delhi
12.879915,77.519759,counterfeit_currency,Bangalore,Bangalore
12.993659,77.452653,upi_scam,Bangalore,Bangalore
19.045619,72.922635,counterfeit_currency,Mumbai,Mumbai
28.586512,77.124372,upi_scam,Delhi,Delhi
12.960371,77.479368,upi_scam,Bangalore,Bangalore
12.893405,77.554065,counterfeit_currency,Bangalore,Bangalore
18.997543,72.79474,upi_scam,Mumbai,Mumbai
28.5729,77.304349,upi_scam,Delhi,Delhi
13.113843,80.164094,digital_fraud,Chennai,Chennai
12.893386,77.468943,upi_scam,Bangalore,Bangalore
13.05452,80.22511,upi_scam,Chennai,Chennai
19.120454,72.96891,counterfeit_currency,Mumbai,Mumbai
19.203046,72.997486,upi_scam,Mumbai,Mumbai
28.534204,77.354703,digital_fraud,Delhi,Delhi
19.01577,72.905296,counterfeit_currency,Mumbai,Mumbai
12.823118,77.547842,counterfeit_currency,Bangalore,Bangalore
12.943594,77.463542,digital_fraud,Bangalore,Bangalore
